"","Country","Year","Variable","Value","population","comorbidity","value_population_ratio","Normalized Values pop","standard daviation"
"Parkinson's disease.11261","Spain",2017,"Parkinson's disease",4656,NA,0,9.99286677576977e-05,0.988709407375093,1.32631707057561e-05
"Parkinson's disease.11262","Spain",2018,"Parkinson's disease",4583,NA,0,9.79320503287401e-05,0.838170937106362,1.32631707057561e-05
"Parkinson's disease.11263","Spain",2019,"Parkinson's disease",4615,NA,0,9.79105963599704e-05,0.836553377531381,1.32631707057561e-05
"Parkinson's disease.11264","Spain",2020,"Parkinson's disease",5008,NA,1,0.000105735610007377,1.4265339953644,1.32631707057561e-05
"Peptic ulcer.11298","Spain",2010,"Peptic ulcer",515,NA,0,1.10569838948267e-05,1.53054273121304,6.15193005974539e-07
"Peptic ulcer.11299","Spain",2011,"Peptic ulcer",491,NA,0,1.05043147167995e-05,0.632175596574278,6.15193005974539e-07
"Peptic ulcer.11300","Spain",2012,"Peptic ulcer",485,NA,0,1.03692179183079e-05,0.412574922997675,6.15193005974539e-07
"Peptic ulcer.11301","Spain",2013,"Peptic ulcer",442,NA,0,9.48090032946129e-06,-1.03139075967356,6.15193005974539e-07
"Peptic ulcer.11302","Spain",2014,"Peptic ulcer",411,NA,0,8.8423451172893e-06,-2.06936616896879,6.15193005974539e-07
"Peptic ulcer.11303","Spain",2015,"Peptic ulcer",463,NA,0,9.96881633676703e-06,-0.238280300732589,6.15193005974539e-07
"Peptic ulcer.11304","Spain",2016,"Peptic ulcer",469,NA,0,1.00894797016663e-05,-0.0421412618822137,6.15193005974539e-07
"Peptic ulcer.11305","Spain",2017,"Peptic ulcer",458,NA,0,9.82975297101064e-06,-0.464328653698002,6.15193005974539e-07
"Peptic ulcer.11306","Spain",2018,"Peptic ulcer",483,NA,0,1.03210081406898e-05,0.334209634137341,6.15193005974539e-07
"Peptic ulcer.11307","Spain",2019,"Peptic ulcer",510,NA,0,1.08200225663239e-05,1.14536064006206,6.15193005974539e-07
"Peptic ulcer.11308","Spain",2020,"Peptic ulcer",473,NA,1,9.9866101304891e-06,-0.209356380029222,6.15193005974539e-07
"Pneumonia.11276","Spain",2010,"Pneumonia",7525,NA,0,0.000161560784094312,-1.62790658286794,2.01686788369954e-05
"Pneumonia.11277","Spain",2011,"Pneumonia",8167,NA,0,0.000174722481246643,-0.975325555686903,2.01686788369954e-05
"Pneumonia.11278","Spain",2012,"Pneumonia",9289,NA,0,0.000198597247924045,0.208429060585186,2.01686788369954e-05
"Pneumonia.11279","Spain",2013,"Pneumonia",8333,NA,0,0.000178742856211314,-0.77598800873281,2.01686788369954e-05
"Pneumonia.11280","Spain",2014,"Pneumonia",8445,NA,0,0.000181687602227514,-0.629982113155859,2.01686788369954e-05
"Pneumonia.11281","Spain",2015,"Pneumonia",10209,NA,0,0.000219809170587591,1.26015499836137,2.01686788369954e-05
"Pneumonia.11282","Spain",2016,"Pneumonia",9160,NA,0,0.000197056789055999,0.132050291281762,2.01686788369954e-05
"Pneumonia.11283","Spain",2017,"Pneumonia",10222,NA,0,0.000219388067401028,1.23927593186592,2.01686788369954e-05
"Pneumonia.11284","Spain",2018,"Pneumonia",10415,NA,0,0.000222553415704523,1.39621969248989,2.01686788369954e-05
"Pneumonia.11285","Spain",2019,"Pneumonia",9384,NA,0,0.00019908841522036,0.232782033840635,2.01686788369954e-05
"Pneumonia.11286","Spain",2020,"Pneumonia",8768,NA,1,0.000185121770875536,-0.459709747981256,2.01686788369954e-05
"Symptoms, signs, ill-defined causes.11078","Spain",2010,"Symptoms, signs, ill-defined causes",10772,NA,0,0.000231273457310821,1.44551531565581,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11079","Spain",2011,"Symptoms, signs, ill-defined causes",10612,NA,0,0.000227030117667365,1.21059402581941,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11080","Spain",2012,"Symptoms, signs, ill-defined causes",10016,NA,0,0.000214140384886127,0.496988020868794,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11081","Spain",2013,"Symptoms, signs, ill-defined causes",8948,NA,0,0.000191934606669728,-0.73237622963683,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11082","Spain",2014,"Symptoms, signs, ill-defined causes",8483,NA,0,0.000182505142651983,-1.25441359540151,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11083","Spain",2015,"Symptoms, signs, ill-defined causes",9504,NA,0,0.000204629871413896,-0.029536433837254,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11084","Spain",2016,"Symptoms, signs, ill-defined causes",8033,NA,0,0.000172811919922144,-1.79105326549655,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11085","Spain",2017,"Symptoms, signs, ill-defined causes",9333,NA,0,0.000200308044712756,-0.268802952285053,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11086","Spain",2018,"Symptoms, signs, ill-defined causes",10088,NA,0,0.000215565900876354,0.575907947917989,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11087","Spain",2019,"Symptoms, signs, ill-defined causes",10206,NA,0,0.000216527745709612,0.62915794623002,1.80628143426708e-05
"Symptoms, signs, ill-defined causes.11088","Spain",2020,"Symptoms, signs, ill-defined causes",9476,NA,1,0.000200070016060285,-0.281980779834829,1.80628143426708e-05
"Transport Accidents.11100","Spain",2010,"Transport Accidents",2586,NA,0,5.55210880621781e-05,2.05637033756264,4.60437144618471e-06
"Transport Accidents.11101","Spain",2011,"Transport Accidents",2378,NA,0,5.08742574267805e-05,1.04714884235766,4.60437144618471e-06
"Transport Accidents.11102","Spain",2012,"Transport Accidents",2165,NA,0,4.6287333594096e-05,0.0509382007324441,4.60437144618471e-06
"Transport Accidents.11103","Spain",2013,"Transport Accidents",2139,NA,0,4.58815515943839e-05,-0.03719152651802,4.60437144618471e-06
"Transport Accidents.11104","Spain",2014,"Transport Accidents",2096,NA,0,4.50938086760058e-05,-0.208277401666278,4.60437144618471e-06
"Transport Accidents.11105","Spain",2015,"Transport Accidents",2117,NA,0,4.55809593627123e-05,-0.102475623421343,4.60437144618471e-06
"Transport Accidents.11106","Spain",2016,"Transport Accidents",2089,NA,0,4.49401345347143e-05,-0.241653106273866,4.60437144618471e-06
"Transport Accidents.11107","Spain",2017,"Transport Accidents",2162,NA,0,4.64015849854258e-05,0.0757518789217761,4.60437144618471e-06
"Transport Accidents.11108","Spain",2018,"Transport Accidents",2127,NA,0,4.54508992034105e-05,-0.130722727466258,4.60437144618471e-06
"Transport Accidents.11109","Spain",2019,"Transport Accidents",2079,NA,0,4.41075037556617e-05,-0.422487947420873,4.60437144618471e-06
"Transport Accidents.11110","Spain",2020,"Transport Accidents",1726,NA,1,3.64416259729898e-05,-2.08740092680788,4.60437144618471e-06
"Tuberculosis.11144","Spain",2010,"Tuberculosis",392,NA,0,8.41618968305252e-06,2.27453230623619,1.15843596811204e-06
"Tuberculosis.11145","Spain",2011,"Tuberculosis",288,NA,0,6.16139030231824e-06,0.328115376167079,1.15843596811204e-06
"Tuberculosis.11146","Spain",2012,"Tuberculosis",320,NA,0,6.84154584300726e-06,0.915247992394027,1.15843596811204e-06
"Tuberculosis.11147","Spain",2013,"Tuberculosis",291,NA,0,6.24195021690777e-06,0.397657342065134,1.15843596811204e-06
"Tuberculosis.11148","Spain",2014,"Tuberculosis",279,NA,0,6.00246785334237e-06,0.190928295179878,1.15843596811204e-06
"Tuberculosis.11149","Spain",2015,"Tuberculosis",244,NA,0,5.25354467855541e-06,-0.455566802868154,1.15843596811204e-06
"Tuberculosis.11150","Spain",2016,"Tuberculosis",250,NA,0,5.37818747423579e-06,-0.347971045216119,1.15843596811204e-06
"Tuberculosis.11151","Spain",2017,"Tuberculosis",242,NA,0,5.19388694101436e-06,-0.507065322582006,1.15843596811204e-06
"Tuberculosis.11152","Spain",2018,"Tuberculosis",249,NA,0,5.32076817190842e-06,-0.397537274086715,1.15843596811204e-06
"Tuberculosis.11153","Spain",2019,"Tuberculosis",217,NA,0,4.60381352331822e-06,-1.01643608966705,1.15843596811204e-06
"Tuberculosis.11154","Spain",2020,"Tuberculosis",198,NA,1,4.18044144997218e-06,-1.38190477762227,1.15843596811204e-06
"Accidental falls.13367","United States",2010,"Accidental falls",26014,NA,0,8.40986657287944e-05,-1.46535627546778,1.36308248819909e-05
"Accidental falls.13368","United States",2011,"Accidental falls",27483,NA,0,8.82042909071935e-05,-1.16415475509439,1.36308248819909e-05
"Accidental falls.13369","United States",2012,"Accidental falls",28753,NA,0,9.16057543464179e-05,-0.914612745078666,1.36308248819909e-05
"Accidental falls.13370","United States",2013,"Accidental falls",30208,NA,0,9.5576805244481e-05,-0.623284015347153,1.36308248819909e-05
"Accidental falls.13371","United States",2014,"Accidental falls",31959,NA,0,0.000100378053606692,-0.27104939977706,1.36308248819909e-05
"Accidental falls.13372","United States",2015,"Accidental falls",33381,NA,0,0.000104075278106035,0.000190567822239947,1.36308248819909e-05
"Accidental falls.13373","United States",2016,"Accidental falls",34673,NA,0,0.000107322907259411,0.23844681287649,1.36308248819909e-05
"Accidental falls.13374","United States",2017,"Accidental falls",36338,NA,0,0.000111767231051096,0.564496324198236,1.36308248819909e-05
"Accidental falls.13375","United States",2018,"Accidental falls",37455,NA,0,0.000114597987978755,0.772169517285709,1.36308248819909e-05
"Accidental falls.13376","United States",2019,"Accidental falls",39443,NA,0,0.000120132201279851,1.17817673614504,1.36308248819909e-05
"Accidental falls.13377","United States",2020,"Accidental falls",42114,NA,1,0.000127040310094917,1.68497723243734,1.36308248819909e-05
"Accidental poisoning.13576","United States",2010,"Accidental poisoning",33049,NA,0,0.000106841577753169,-1.11038447561683,4.92459702834482e-05
"Accidental poisoning.13577","United States",2011,"Accidental poisoning",36280,NA,0,0.000116437494964632,-0.915527573494048,4.92459702834482e-05
"Accidental poisoning.13578","United States",2012,"Accidental poisoning",36332,NA,0,0.000115752104716518,-0.929445265523843,4.92459702834482e-05
"Accidental poisoning.13579","United States",2013,"Accidental poisoning",38851,NA,0,0.000122922883360478,-0.783833784976569,4.92459702834482e-05
"Accidental poisoning.13580","United States",2014,"Accidental poisoning",42032,NA,0,0.000132015718551785,-0.599192582072651,4.92459702834482e-05
"Accidental poisoning.13581","United States",2015,"Accidental poisoning",47478,NA,0,0.000148026903146052,-0.27406578485229,4.92459702834482e-05
"Accidental poisoning.13582","United States",2016,"Accidental poisoning",58335,NA,0,0.000180563602658487,0.386631919450452,4.92459702834482e-05
"Accidental poisoning.13583","United States",2017,"Accidental poisoning",64795,NA,0,0.000199294340248659,0.76698258534986,4.92459702834482e-05
"Accidental poisoning.13584","United States",2018,"Accidental poisoning",62399,NA,0,0.000190917096566182,0.596872348222651,4.92459702834482e-05
"Accidental poisoning.13585","United States",2019,"Accidental poisoning",65773,NA,0,0.000200325920309805,0.787930087352736,4.92459702834482e-05
"Accidental poisoning.13586","United States",2020,"Accidental poisoning",87404,NA,1,0.000263661282792804,2.07403252616054,4.92459702834482e-05
"Accidents.13565","United States",2010,"Accidents",121053,NA,0,0.000391342960808325,-1.14951113714149,6.83009111209988e-05
"Accidents.13566","United States",2011,"Accidents",126438,NA,0,0.000405791730659816,-0.937965352255917,6.83009111209988e-05
"Accidents.13567","United States",2012,"Accidents",127792,NA,0,0.000407139517943778,-0.91823227312358,6.83009111209988e-05
"Accidents.13568","United States",2013,"Accidents",130557,NA,0,0.000413076700288126,-0.831305433541158,6.83009111209988e-05
"Accidents.13569","United States",2014,"Accidents",136053,NA,0,0.00042732048334902,-0.622760879345388,6.83009111209988e-05
"Accidents.13570","United States",2015,"Accidents",146571,NA,0,0.000456979047580351,-0.188527078587008,6.83009111209988e-05
"Accidents.13571","United States",2016,"Accidents",161374,NA,0,0.000499498942580109,0.43401066361721,6.83009111209988e-05
"Accidents.13572","United States",2017,"Accidents",169938,NA,0,0.000522689738300433,0.773549263318183,6.83009111209988e-05
"Accidents.13573","United States",2018,"Accidents",167127,NA,0,0.000511344758695112,0.607446360456124,6.83009111209988e-05
"Accidents.13574","United States",2019,"Accidents",173040,NA,0,0.000527030806720214,0.837107250298624,6.83009111209988e-05
"Accidents.13575","United States",2020,"Accidents",200955,NA,1,0.000606197120081781,1.9961886163044,6.83009111209988e-05
"Acute myocardial infarction.13202","United States",2010,"Acute myocardial infarction",122207,NA,0,0.000395073638914384,1.63604852703077,2.45771041674346e-05
"Acute myocardial infarction.13203","United States",2011,"Acute myocardial infarction",119905,NA,0,0.000384824637093004,1.21903431121605,2.45771041674346e-05
"Acute myocardial infarction.13204","United States",2012,"Acute myocardial infarction",117944,NA,0,0.00037576423644955,0.850382228296553,2.45771041674346e-05
"Acute myocardial infarction.13205","United States",2013,"Acute myocardial infarction",116793,NA,0,0.000369527999699373,0.596640505606542,2.45771041674346e-05
"Acute myocardial infarction.13206","United States",2014,"Acute myocardial infarction",114019,NA,0,0.000358115250608012,0.132275419565056,2.45771041674346e-05
"Acute myocardial infarction.13207","United States",2015,"Acute myocardial infarction",114023,NA,0,0.000355500896782136,0.025901869285658,2.45771041674346e-05
"Acute myocardial infarction.13208","United States",2016,"Acute myocardial infarction",111777,NA,0,0.000345981963047187,-0.361407134659607,2.45771041674346e-05
"Acute myocardial infarction.13209","United States",2017,"Acute myocardial infarction",110346,NA,0,0.000339398615156702,-0.629272211262431,2.45771041674346e-05
"Acute myocardial infarction.13210","United States",2018,"Acute myocardial infarction",108610,NA,0,0.000332305098768458,-0.917895164557428,2.45771041674346e-05
"Acute myocardial infarction.13211","United States",2019,"Acute myocardial infarction",104280,NA,0,0.000317607330818215,-1.51592200490903,2.45771041674346e-05
"Acute myocardial infarction.13212","United States",2020,"Acute myocardial infarction",109199,NA,1,0.000329407674931255,-1.03578634561212,2.45771041674346e-05
"All causes of death.13059","United States",2010,"All causes of death",2469288,309327143,0,0.00798277181902527,-0.891456711884223,0.00061275429028475
"All causes of death.13060","United States",2011,"All causes of death",2515458,311583481,0,0.00807314300465114,-0.743973149453565,0.00061275429028475
"All causes of death.13061","United States",2012,"All causes of death",2543279,313877662,0,0.00810277158238805,-0.695620035967991,0.00061275429028475
"All causes of death.13062","United States",2013,"All causes of death",2596993,316059947,0,0.00821677350974181,-0.509571681576568,0.00061275429028475
"All causes of death.13063","United States",2014,"All causes of death",2626418,318386329,0,0.00824915444155267,-0.456726793626758,0.00061275429028475
"All causes of death.13064","United States",2015,"All causes of death",2712630,320738994,0,0.00845743751381848,-0.116813918975129,0.00061275429028475
"All causes of death.13065","United States",2016,"All causes of death",2744248,323071755,0,0.00849423682983367,-0.0567583361768604,0.00061275429028475
"All causes of death.13066","United States",2017,"All causes of death",2813503,325122128,0,0.00865368044096955,0.203449733621869,0.00061275429028475
"All causes of death.13067","United States",2018,"All causes of death",2839205,326838199,0,0.0086868824044646,0.257634525179377,0.00061275429028475
"All causes of death.13068","United States",2019,"All causes of death",2854838,328329953,0,0.00869502759012669,0.270927268765561,0.00061275429028475
"All causes of death.13069","United States",2020,"All causes of death",3383729,331501080,1,0.0102072940456182,2.7389091000943,0.00061275429028475
"Alzheimer's disease.13521","United States",2010,"Alzheimer's disease",83495,NA,0,0.000269924582725674,-1.0780947997709,5.29347487290266e-05
"Alzheimer's disease.13522","United States",2011,"Alzheimer's disease",84974,NA,0,0.000272716639942796,-1.02534953727019,5.29347487290266e-05
"Alzheimer's disease.13523","United States",2012,"Alzheimer's disease",83637,NA,0,0.000266463689920056,-1.14347515745116,5.29347487290266e-05
"Alzheimer's disease.13524","United States",2013,"Alzheimer's disease",84767,NA,0,0.000268199121099011,-1.11069081029502,5.29347487290266e-05
"Alzheimer's disease.13525","United States",2014,"Alzheimer's disease",93541,NA,0,0.000293797162377534,-0.62711354029494,5.29347487290266e-05
"Alzheimer's disease.13526","United States",2015,"Alzheimer's disease",110561,NA,0,0.000344707073565243,0.334634884134485,5.29347487290266e-05
"Alzheimer's disease.13527","United States",2016,"Alzheimer's disease",116103,NA,0,0.000359372177242792,0.611676034412165,5.29347487290266e-05
"Alzheimer's disease.13528","United States",2017,"Alzheimer's disease",121404,NA,0,0.000373410449626486,0.876875600307072,5.29347487290266e-05
"Alzheimer's disease.13529","United States",2018,"Alzheimer's disease",122019,NA,0,0.00037333151502282,0.87538443230191,5.29347487290266e-05
"Alzheimer's disease.13530","United States",2019,"Alzheimer's disease",121499,NA,0,0.000370051525576163,0.813421552994649,5.29347487290266e-05
"Alzheimer's disease.13531","United States",2020,"Alzheimer's disease",134242,NA,1,0.000404951923535211,1.47273134093194,5.29347487290266e-05
"Assault.13389","United States",2010,"Assault",16129,NA,0,5.21422072553135e-05,-0.566789932602357,6.8165313420653e-06
"Assault.13390","United States",2011,"Assault",16010,NA,0,5.13826983016471e-05,-0.678211550952354,6.8165313420653e-06
"Assault.13391","United States",2012,"Assault",16443,NA,0,5.23866524786335e-05,-0.530929285734715,6.8165313420653e-06
"Assault.13392","United States",2013,"Assault",15863,NA,0,5.01898457889699e-05,-0.853205613594749,6.8165313420653e-06
"Assault.13393","United States",2014,"Assault",15562,NA,0,4.88777267820441e-05,-1.04569633080581,6.8165313420653e-06
"Assault.13394","United States",2015,"Assault",17525,NA,0,5.46394430606713e-05,-0.200439998883549,6.8165313420653e-06
"Assault.13395","United States",2016,"Assault",19103,NA,0,5.91292791906244e-05,0.45822874400713,6.8165313420653e-06
"Assault.13396","United States",2017,"Assault",19269,NA,0,5.92669595223614e-05,0.478426748656118,6.8165313420653e-06
"Assault.13397","United States",2018,"Assault",18599,NA,0,5.69058330908255e-05,0.132044356637286,6.8165313420653e-06
"Assault.13398","United States",2019,"Assault",18938,NA,0,5.76797816554982e-05,0.245584297383495,6.8165313420653e-06
"Assault.13399","United States",2020,"Assault",24353,NA,1,7.34628074213212e-05,2.5609885658895,6.8165313420653e-06
"Asthma.13543","United States",2010,"Asthma",3405,NA,0,1.1007763389196e-05,-0.293742745134898,5.40641626927304e-07
"Asthma.13544","United States",2011,"Asthma",3345,NA,0,1.07354856851349e-05,-0.797362315844964,5.40641626927304e-07
"Asthma.13545","United States",2012,"Asthma",3531,NA,0,1.12496059053734e-05,0.153582255627423,5.40641626927304e-07
"Asthma.13546","United States",2013,"Asthma",3630,NA,0,1.14851629713144e-05,0.589281347611489,5.40641626927304e-07
"Asthma.13547","United States",2014,"Asthma",3651,NA,0,1.14672009048479e-05,0.556057737789552,5.40641626927304e-07
"Asthma.13548","United States",2015,"Asthma",3615,NA,0,1.12708465999616e-05,0.192870193385557,5.40641626927304e-07
"Asthma.13549","United States",2016,"Asthma",3518,NA,0,1.08892218077065e-05,-0.513003666946027,5.40641626927304e-07
"Asthma.13550","United States",2017,"Asthma",3564,NA,0,1.09620345496754e-05,-0.378325280483633,5.40641626927304e-07
"Asthma.13551","United States",2018,"Asthma",3441,NA,0,1.05281451511119e-05,-1.18087058397701,5.40641626927304e-07
"Asthma.13552","United States",2019,"Asthma",3524,NA,0,1.07331054258093e-05,-0.801764972257417,5.40641626927304e-07
"Asthma.13553","United States",2020,"Asthma",4145,NA,1,1.25037300029309e-05,2.47327803022994,5.40641626927304e-07
"Cerebrovascular diseases.13213","United States",2010,"Cerebrovascular diseases",129507,NA,0,0.000418673249117359,-0.693161453409274,2.40026409231648e-05
"Cerebrovascular diseases.13214","United States",2011,"Cerebrovascular diseases",128932,NA,0,0.000413796006085445,-0.896357553685376,2.40026409231648e-05
"Cerebrovascular diseases.13215","United States",2012,"Cerebrovascular diseases",128546,NA,0,0.000409541727757613,-1.07359964723042,2.40026409231648e-05
"Cerebrovascular diseases.13216","United States",2013,"Cerebrovascular diseases",128978,NA,0,0.000408080812593441,-1.13446441493861,2.40026409231648e-05
"Cerebrovascular diseases.13217","United States",2014,"Cerebrovascular diseases",133103,NA,0,0.00041805501014461,-0.718918576332902,2.40026409231648e-05
"Cerebrovascular diseases.13218","United States",2015,"Cerebrovascular diseases",140323,NA,0,0.000437499033871759,0.0911599391684656,2.40026409231648e-05
"Cerebrovascular diseases.13219","United States",2016,"Cerebrovascular diseases",142142,NA,0,0.000439970371287951,0.194121001832485,2.40026409231648e-05
"Cerebrovascular diseases.13220","United States",2017,"Cerebrovascular diseases",146383,NA,0,0.000450240040259579,0.621976795055496,2.40026409231648e-05
"Cerebrovascular diseases.13221","United States",2018,"Cerebrovascular diseases",147810,NA,0,0.000452242119961015,0.705387604217895,2.40026409231648e-05
"Cerebrovascular diseases.13222","United States",2019,"Cerebrovascular diseases",150005,NA,0,0.00045687272400639,0.898308210754417,2.40026409231648e-05
"Cerebrovascular diseases.13223","United States",2020,"Cerebrovascular diseases",160264,NA,1,0.00048344940535337,2.00554809456783,2.40026409231648e-05
"Certain conditions originating in the pe.13312","United States",2010,"Certain conditions originating in the pe",12130,NA,0,3.92141468167247e-05,1.12204155338242,3.24109996497545e-06
"Certain conditions originating in the pe.13313","United States",2011,"Certain conditions originating in the pe",12036,NA,0,3.86284919899204e-05,0.941345236350187,3.24109996497545e-06
"Certain conditions originating in the pe.13314","United States",2012,"Certain conditions originating in the pe",11917,NA,0,3.79670216863027e-05,0.737257022235931,3.24109996497545e-06
"Certain conditions originating in the pe.13315","United States",2013,"Certain conditions originating in the pe",12084,NA,0,3.82332532631855e-05,0.8193993750667,3.24109996497545e-06
"Certain conditions originating in the pe.13316","United States",2014,"Certain conditions originating in the pe",11896,NA,0,3.73634133015805e-05,0.551021364204706,3.24109996497545e-06
"Certain conditions originating in the pe.13317","United States",2015,"Certain conditions originating in the pe",11715,NA,0,3.652502570361e-05,0.292347578443536,3.24109996497545e-06
"Certain conditions originating in the pe.13318","United States",2016,"Certain conditions originating in the pe",11493,NA,0,3.55741404877687e-05,-0.00103591053145663,3.24109996497545e-06
"Certain conditions originating in the pe.13319","United States",2017,"Certain conditions originating in the pe",11108,NA,0,3.41656228332757e-05,-0.435616043731284,3.24109996497545e-06
"Certain conditions originating in the pe.13320","United States",2018,"Certain conditions originating in the pe",10718,NA,0,3.2792984518924e-05,-0.859126064768895,3.24109996497545e-06
"Certain conditions originating in the pe.13321","United States",2019,"Certain conditions originating in the pe",10412,NA,0,3.1712001615643e-05,-1.19264953364134,3.24109996497545e-06
"Certain conditions originating in the pe.13322","United States",2020,"Certain conditions originating in the pe",9672,NA,1,2.91763755339802e-05,-1.9749845770105,3.24109996497545e-06
"Certain infectious and parasitic disease.13070","United States",2010,"Certain infectious and parasitic disease",67592,NA,0,0.000218512993539658,0.383543613168447,8.45100882003548e-06
"Certain infectious and parasitic disease.13071","United States",2011,"Certain infectious and parasitic disease",68818,NA,0,0.000220865367378061,0.661897817796105,8.45100882003548e-06
"Certain infectious and parasitic disease.13072","United States",2012,"Certain infectious and parasitic disease",68409,NA,0,0.000217947972353636,0.316685182647988,8.45100882003548e-06
"Certain infectious and parasitic disease.13073","United States",2013,"Certain infectious and parasitic disease",70601,NA,0,0.000223378509900212,0.959275630986082,8.45100882003548e-06
"Certain infectious and parasitic disease.13074","United States",2014,"Certain infectious and parasitic disease",70413,NA,0,0.000221155852454959,0.696270646304993,8.45100882003548e-06
"Certain infectious and parasitic disease.13075","United States",2015,"Certain infectious and parasitic disease",72090,NA,0,0.00022476219402247,1.12300568401573,8.45100882003548e-06
"Certain infectious and parasitic disease.13076","United States",2016,"Certain infectious and parasitic disease",70052,NA,0,0.000216831087570623,0.184525246858431,8.45100882003548e-06
"Certain infectious and parasitic disease.13077","United States",2017,"Certain infectious and parasitic disease",69385,NA,0,0.00021341211201718,-0.220038944973623,8.45100882003548e-06
"Certain infectious and parasitic disease.13078","United States",2018,"Certain infectious and parasitic disease",67971,NA,0,0.000207965287435695,-0.864556622978126,8.45100882003548e-06
"Certain infectious and parasitic disease.13079","United States",2019,"Certain infectious and parasitic disease",64706,NA,0,0.000197076140659028,-2.1530592158108,8.45100882003548e-06
"Certain infectious and parasitic disease.13080","United States",2020,"Certain infectious and parasitic disease",68316,NA,1,0.000206080776569416,-1.08754903801524,8.45100882003548e-06
"Chronic liver diseases and cirrhosis.13268","United States",2010,"Chronic liver diseases and cirrhosis",31916,NA,0,0.000103178788936734,-1.39169547142809,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13269","United States",2011,"Chronic liver diseases and cirrhosis",33642,NA,0,0.000107971064101437,-1.06466943978958,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13270","United States",2012,"Chronic liver diseases and cirrhosis",34979,NA,0,0.000111441508061189,-0.827845493506122,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13271","United States",2013,"Chronic liver diseases and cirrhosis",36427,NA,0,0.000115253452219303,-0.56771748999799,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13272","United States",2014,"Chronic liver diseases and cirrhosis",38170,NA,0,0.000119885800749944,-0.251604891059685,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13273","United States",2015,"Chronic liver diseases and cirrhosis",40326,NA,0,0.000125728398337497,0.147095400107043,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13274","United States",2016,"Chronic liver diseases and cirrhosis",40545,NA,0,0.000125498436098197,0.131402720542506,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13275","United States",2017,"Chronic liver diseases and cirrhosis",41743,NA,0,0.000128391753144529,0.328843384822998,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13276","United States",2018,"Chronic liver diseases and cirrhosis",42838,NA,0,0.000131067911067519,0.511465057309424,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13277","United States",2019,"Chronic liver diseases and cirrhosis",44358,NA,0,0.000135101898546551,0.786745351451128,1.46541091566696e-05
"Chronic liver diseases and cirrhosis.13278","United States",2020,"Chronic liver diseases and cirrhosis",51642,NA,1,0.000155782297903826,2.19798087154837,1.46541091566696e-05
"Chronic obstructive Pulmonary diseases.13246","United States",2010,"Chronic obstructive Pulmonary diseases",133675,NA,0,0.000432147656696263,-1.62801486434263,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13247","United States",2011,"Chronic obstructive Pulmonary diseases",138578,NA,0,0.000444754001576868,-0.782537761815384,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13248","United States",2012,"Chronic obstructive Pulmonary diseases",138971,NA,0,0.00044275530509081,-0.91658550760282,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13249","United States",2013,"Chronic obstructive Pulmonary diseases",144637,NA,0,0.000457625211207164,0.0807031797351179,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13250","United States",2014,"Chronic obstructive Pulmonary diseases",142473,NA,0,0.000447484665712516,-0.599398713721079,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13251","United States",2015,"Chronic obstructive Pulmonary diseases",150350,NA,0,0.000468761213362165,0.827567947034401,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13252","United States",2016,"Chronic obstructive Pulmonary diseases",150165,NA,0,0.000464803863773235,0.5621580684515,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13253","United States",2017,"Chronic obstructive Pulmonary diseases",155621,NA,0,0.000478653978298272,1.49105179690368,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13254","United States",2018,"Chronic obstructive Pulmonary diseases",155012,NA,0,0.000474277487987259,1.1975311624582,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13255","United States",2019,"Chronic obstructive Pulmonary diseases",152472,NA,0,0.000464386506947784,0.534166954227303,1.49103326901727e-05
"Chronic obstructive Pulmonary diseases.13256","United States",2020,"Chronic obstructive Pulmonary diseases",147515,NA,1,0.000444991008777407,-0.766642261328291,1.49103326901727e-05
"Congenital malformations, deformations a.13323","United States",2010,"Congenital malformations, deformations a",9674,NA,0,3.12743327539155e-05,1.03533768698169,8.01830842186926e-07
